Material_ID,Cp1_residual,Cp2_residual
174,1370.5,-6760.699999999953
175,1370.5,-6760.699999999953
176,1370.5,-6760.699999999953
177,1925.1999999999534,-6079.199999999953
178,1925.1999999999534,-6079.199999999953
179,1925.1999999999534,-6079.199999999953
180,1925.1999999999534,-6079.199999999953
181,1925.1999999999534,-6079.199999999953
182,1925.1999999999534,-6079.199999999953
183,1925.1999999999534,-6079.199999999953
184,1925.1999999999534,-6079.199999999953
185,1925.1999999999534,-6079.199999999953
186,1925.1999999999534,-6079.199999999953
187,-2410.8000000000466,-13987.300000000047
188,-2410.8000000000466,-13987.300000000047
189,-2410.8000000000466,-13987.300000000047
190,-2410.8000000000466,-13987.300000000047
191,-2410.8000000000466,-13987.300000000047
192,-2410.8000000000466,-13987.300000000047
193,-2410.8000000000466,-13987.300000000047
194,-2410.8000000000466,-13987.300000000047
195,-2410.8000000000466,-13987.300000000047
196,-2410.8000000000466,-13987.300000000047
197,3650.4000000000233,-8655.099999999977
198,3650.4000000000233,-8655.099999999977
199,3650.4000000000233,-8655.099999999977
200,3650.4000000000233,-8655.099999999977
201,3650.4000000000233,-8655.099999999977
202,3650.4000000000233,-8655.099999999977
203,3650.4000000000233,-8655.099999999977
204,3650.4000000000233,-8655.099999999977
205,3650.4000000000233,-8655.099999999977
206,3650.4000000000233,-8655.099999999977
207,2757.0999999999767,-4325.5
1,2757.0999999999767,-4325.5
2,2757.0999999999767,-4325.5
3,2757.0999999999767,-4325.5
4,2757.0999999999767,-4325.5
5,2757.0999999999767,-4325.5
6,2757.0999999999767,-4325.5
7,2757.0999999999767,-4325.5
8,2757.0999999999767,-4325.5
9,2757.0999999999767,-4325.5
10,19829.800000000047,13061.0
11,19829.800000000047,13061.0
12,19829.800000000047,13061.0
13,19829.800000000047,13061.0
14,19829.800000000047,13061.0
15,19829.800000000047,13061.0
16,19829.800000000047,13061.0
17,19829.800000000047,13061.0
18,19829.800000000047,13061.0
19,19829.800000000047,13061.0
20,2489.5999999999767,-1991.1999999999534
21,2489.5999999999767,-1991.1999999999534
22,2489.5999999999767,-1991.1999999999534
23,2489.5999999999767,-1991.1999999999534
24,2489.5999999999767,-1991.1999999999534
25,2489.5999999999767,-1991.1999999999534
26,2489.5999999999767,-1991.1999999999534
27,2489.5999999999767,-1991.1999999999534
28,2489.5999999999767,-1991.1999999999534
29,2489.5999999999767,-1991.1999999999534
30,11759.699999999953,16603.400000000023
31,11759.699999999953,16603.400000000023
32,11759.699999999953,16603.400000000023
33,11759.699999999953,16603.400000000023
34,11759.699999999953,16603.400000000023
35,11759.699999999953,16603.400000000023
36,11759.699999999953,16603.400000000023
37,11759.699999999953,16603.400000000023
38,11759.699999999953,16603.400000000023
39,11759.699999999953,16603.400000000023
40,-64895.98127000005,-46794.634399999995
41,-64895.98127000005,-46794.634399999995
42,-64895.98127000005,-46794.634399999995
43,-64895.98127000005,-46794.634399999995
44,-64895.98127000005,-46794.634399999995
45,-64895.98127000005,-46794.634399999995
46,-64895.98127000005,-46794.634399999995
47,-64895.98127000005,-46794.634399999995
48,-64895.98127000005,-46794.634399999995
49,-64895.98127000005,-46794.634399999995
50,-53331.53404,32902.53192000005
51,-53331.53404,32902.53192000005
52,-53331.53404,32902.53192000005
53,-53331.53404,32902.53192000005
54,-53331.53404,32902.53192000005
55,-53331.53404,32902.53192000005
56,-53331.53404,32902.53192000005
57,-53331.53404,32902.53192000005
58,-53331.53404,32902.53192000005
59,-53331.53404,32902.53192000005
60,-19420.943810000048,-90073.58890000005
61,-19420.943810000048,-90073.58890000005
62,-19420.943810000048,-90073.58890000005
63,-19420.943810000048,-90073.58890000005
64,-19420.943810000048,-90073.58890000005
65,-19420.943810000048,-90073.58890000005
66,-19420.943810000048,-90073.58890000005
67,-19420.943810000048,-90073.58890000005
68,-19420.943810000048,-90073.58890000005
69,-19420.943810000048,-90073.58890000005
70,6182.945120000048,-23262.70000000001
71,6182.945120000048,-23262.70000000001
72,6182.945120000048,-23262.70000000001
73,6182.945120000048,-23262.70000000001
74,6182.945120000048,-23262.70000000001
75,6182.945120000048,-23262.70000000001
76,6182.945120000048,-23262.70000000001
77,6182.945120000048,-23262.70000000001
78,6182.945120000048,-23262.70000000001
79,6182.945120000048,-23262.70000000001
80,-5811.200000000012,-6568.5
81,-5811.200000000012,-6568.5
82,-5811.200000000012,-6568.5
83,-5811.200000000012,-6568.5
84,-5811.200000000012,-6568.5
85,-5811.200000000012,-6568.5
86,-5811.200000000012,-6568.5
87,-5811.200000000012,-6568.5
88,-5811.200000000012,-6568.5
89,-5811.200000000012,-6568.5
90,-1902.4000000000233,3603.4000000000233
91,-1902.4000000000233,3603.4000000000233
92,-1902.4000000000233,3603.4000000000233
93,-1902.4000000000233,3603.4000000000233
94,-1902.4000000000233,3603.4000000000233
95,-1902.4000000000233,3603.4000000000233
96,-1902.4000000000233,3603.4000000000233
97,-1902.4000000000233,3603.4000000000233
98,-1902.4000000000233,3603.4000000000233
99,-1902.4000000000233,3603.4000000000233
100,10351.900000000023,6412.123000000021
101,10351.900000000023,6412.123000000021
102,10351.900000000023,6412.123000000021
103,10351.900000000023,6412.123000000021
104,10351.900000000023,6412.123000000021
105,10351.900000000023,6412.123000000021
106,10351.900000000023,6412.123000000021
107,10351.900000000023,6412.123000000021
108,10351.900000000023,6412.123000000021
109,10351.900000000023,6412.123000000021
110,433.9391100000023,-7827.225399999945
111,433.9391100000023,-7827.225399999945
112,433.9391100000023,-7827.225399999945
113,433.9391100000023,-7827.225399999945
114,433.9391100000023,-7827.225399999945
115,433.9391100000023,-7827.225399999945
116,433.9391100000023,-7827.225399999945
117,433.9391100000023,-7827.225399999945
118,433.9391100000023,-7827.225399999945
119,433.9391100000023,-7827.225399999945
120,-997.2494799999992,-8193.95559999999
121,-997.2494799999992,-8193.95559999999
122,-997.2494799999992,-8193.95559999999
123,-997.2494799999992,-8193.95559999999
124,-997.2494799999992,-8193.95559999999
125,-997.2494799999992,-8193.95559999999
126,-997.2494799999992,-8193.95559999999
127,-997.2494799999992,-8193.95559999999
128,-997.2494799999992,-8193.95559999999
129,-997.2494799999992,-8193.95559999999
130,-24242.800999999923,-907.1694000000498
131,-24242.800999999923,-907.1694000000498
132,-24242.800999999923,-907.1694000000498
133,-24242.800999999923,-907.1694000000498
134,-24242.800999999923,-907.1694000000498
135,-24242.800999999923,-907.1694000000498
136,-24242.800999999923,-907.1694000000498
137,-24242.800999999923,-907.1694000000498
138,-24242.800999999923,-907.1694000000498
139,-24242.800999999923,-907.1694000000498
140,-16488.79999999999,-4423.054000000004
141,-16488.79999999999,-4423.054000000004
142,-16488.79999999999,-4423.054000000004
143,-16488.79999999999,-4423.054000000004
144,-16488.79999999999,-4423.054000000004
145,-16488.79999999999,-4423.054000000004
146,-16488.79999999999,-4423.054000000004
147,-16488.79999999999,-4423.054000000004
148,-16488.79999999999,-4423.054000000004
149,-16488.79999999999,-4423.054000000004
150,2856.2999999999884,-7046.0
151,2856.2999999999884,-7046.0
152,2856.2999999999884,-7046.0
153,2856.2999999999884,-7046.0
154,2856.2999999999884,-7046.0
155,2856.2999999999884,-7046.0
156,2856.2999999999884,-7046.0
157,2856.2999999999884,-7046.0
158,2856.2999999999884,-7046.0
159,2856.2999999999884,-7046.0
160,-31.900000000023283,453.9000000000233
161,-31.900000000023283,453.9000000000233
162,-31.900000000023283,453.9000000000233
163,-31.900000000023283,453.9000000000233
